comedian,tags,text
Martin Lawrence,family,We grew to know the meaning of love. That is what allowed me and my family to stay close together.
Martin Lawrence,success,"For me, this was all or nothing. I left no room for anything else. That goal was just for my own push, my own self-esteem. The fear of not being a success in my life made me push even harder."
Martin Lawrence,judgment,"I don't really judge. To each his own. You like what you like. If you want someone who's big-boned and you like that, ain't nothing wrong with having a little extra meat on there. If you like them thin-boned, then thats okay too."
Martin Lawrence,,"It's always fun to be able to have a voice, because it helps me to stay in tune with the project and the people that I am working with. Ther's nothing worse than being on a project and not being able to have a voice. I don't like that."
Martin Lawrence,,"My career and life are over, and I have nothing to live for."
Martin Lawrence,,"Here goes all these rumors writin' about me. I see on the paper, one of'em says ""Martin tries to jump out of a plane using his jacket as a parachute."" Now ain't that some bullshit! As I'm trying to get my life together, they're gonna write that bullshit. I know damn well you can't jump out no plane using your jacket as a parachute. Shit, I know you got to use your pants."
Martin Lawrence,"television,challenges","Nobody's ever challenged me and tapped into what I can do. I ain't played a villain which I believe I can do and do real well. There hasn't been any director who has been able to challenge me to go there. At this point in my life I've done a lot of things from stand-up to my own television show for five years to successful comedy shows, and concert films."
Martin Lawrence,,I wanted to trust in my partners and the directors and producers and do the best I can to deliver what I could deliver.
Martin Lawrence,,No one is immune to the trials and tribulations of life.
Martin Lawrence,"respect,family","You can be cool and at the same time respect your woman, who will hopefully become your wife, who will hopefully become the mother of your kids. America needs to get back to family values."
Martin Lawrence,,"Sorry, I had told Craig and them I'm gon' kick it with them. Gotta go! See you when I see you!"
Martin Lawrence,,If somebody pisses me off and I understand it ain't personal then I'll go to another place and I'll meditate.
Martin Lawrence,"kids,worth","Fatherhood means a great deal to me. I love it. To me, there aint nothing better, because your kids keep it real with you. When you think things are bad, you look at them and they show you how things could be all right, and it's all worth it."
Martin Lawrence,,"Enjoy your popcorn and enjoy the jokes. It's just a movie, so have fun!"
Martin Lawrence,,"It's botherin' me, man. You know, ""you can't say this, you can't say that,"" I'm like, well, how am I gonna talk about the world? You know? I mean I need to talk about something to you all, can I - can I do it? Can I talk to y'all? I mean, I hope the kids are in bed, you know, because I got to talk, y'all. "
Martin Lawrence,parents,"White parents use time out. My mom used a different type of time out. She'd be like, 'There... take time out to pick up your teeth.'"
Martin Lawrence,,"I don't live to eat, I eat to live."
Martin Lawrence,,Somebody put something in his mouth. My zipper's stuck.
Martin Lawrence,,Here’s a synonym for procreation... fuck you.
Martin Lawrence,,"Go head on, with yo' fat apple pie ass, Aunt Bea!"
Martin Lawrence,differences,"You make due with the time you have here. Hopefully when you pass on, somebody can look back and say, 'Wow, they made a difference in some kind of way.'"
Martin Lawrence,jail,"There better not be a black person in here that says they don't know nobody in jail... 'cause that's bullshit. Ray-Ray, Earl, Craig, Shorty Tim, Lil' Reg, all them motherfuckers in jail... Shonda's little brother... all of 'em, in jail... chillin'."
Martin Lawrence,boxing,"Boxing kept me out of the streets, by giving me something to do. And it gave me a father figure in the coach that was there for me. I just reiterated what my mother was trying to teach me about focusing and getting my life together."
Martin Lawrence,soul,"I don't want to sound facetious, but humour is the key to the soul. You know what I mean?"
Martin Lawrence,,You used to be looking good from afar. Now you just far from looking good!
Martin Lawrence,,"On the Wizard of Oz Lion's lookin' for some courage... Tin Man's lookin' for a heart... ain't none of them lookin' for some pussy, and they skippin' down the street with a bitch!"
Martin Lawrence,"inspiration,knowledge","God inspired me, because I was blessed with the knowledge that I wanted to do this. And my mother supported it. She said, 'Whatever it is you want to do. If you believe acting or comedy is what you really want to do, I can only tell you it's not easy, it's very hard, but I'll support you.' Her supporting me enabled me to move forward."
Martin Lawrence,,"I'm most proud of the blessings that God has bestowed upon me, in my life. He's given me the vision to truly see that you can fall down, but you can still get back up. Hopefully I'll learn from my mistakes and have the opportunity to strengthen and improve the next thing I do."
Milton Berle,,"If evolution really works, how come mothers only have two hands?"
Milton Berle,,I remember the first time I met Cynthia it was at the beach. I was digging for clams and I came up with her.
Milton Berle,,I remember every one of your insulting jokes... I use them later.
Milton Berle,,Marriage is one of the few institutions that allow a man to do as his wife pleases.
Milton Berle,,Folk who don't know why America is the Land of Promise should be here during an election campaign.
Milton Berle,,A committee is a group that keeps minutes and loses hours.
Milton Berle,christmas,"One of those Christmas songs says, “You better not shout, you better not cry, you better not pout.” How’s my wife going to get along?"
Milton Berle,,"We owe a lot to Thomas Edison - if it wasn't for him, we'd be watching television by candlelight."
Milton Berle,doctors,My doctor recently told me that jogging could add years to my life. I think he was right. I feel ten years older already.
Milton Berle,gifts,"Santa is having a tough time this year. Last year he deducted eight billion for gifts, and the IRS wants an itemized list."
Milton Berle,,I just bought a great gift for my boss - a leaky ant farm.
Milton Berle,"husband,wife",A good wife always forgives her husband when she's wrong.
Milton Berle,audience,"What is this, an audience or an oil painting?"
Milton Berle,"help,happiness","Money can't buy you happiness, but it helps you look for it in a lot more places."
Milton Berle,,That's your little joke? Don't worry! We'll mop it up later.
Milton Berle,"mexicans,divorce,christmas",My wife wants something foreign for Christmas - like a Mexican divorce.
Milton Berle,christmas,"I bought my mother-in-law a beautiful chair for Christmas, but she won’t let me plug it in."
Milton Berle,,"You can lead a man to Congress, but you can't make him think."
Milton Berle,christmas,They’ve got plastic Christmas trees now. They’re hard to tell from the real aluminum ones.
Milton Berle,christmas,"I bought a Christmas tree for twenty dollars. When I came home the next day, my wife was wearing it in her hair."
Milton Berle,"christmas,new year",I bought my son a bat for Christmas. On New Year’s it flew away.
Milton Berle,,Valentine’s Day is the day when you remember that Cupid was a lousy shot.
Milton Berle,christmas,"At the Christmas party, the secretary with the long red hair ate three pickles, and four salesmen panicked."
Milton Berle,"dreams,motivation",Motivation is when your dreams put on work clothes!
Milton Berle,"doctors,patients","Now that doctors have stopped making house calls, lots of patients now have to die without their help."
Milton Berle,,Jews don't drink much because it interferes with their suffering.
Milton Berle,,"I'd rather be a could-be if I cannot be an are; because a could-be is a maybe who is reaching for a star. I'd rather be a has-been than a might-have-been, by far; for a might have-been has never been, but a has was once an are."
Milton Berle,experience,Experience is what you have after you've forgotten her name.
Milton Berle,"life,help","I bought my kid an educational toy to help him make it through life. No matter how you put it together, it’s wrong."
Milton Berle,,I bought an ideal gift for my mother-in-law - a battery-operated mouth.
Milton Berle,,That is not a Bob Hope joke! That is a no hope joke.
Milton Berle,,Remember that night you did that oriental cooch-cooch; the cops came and threw you in the can-can.
Milton Berle,,"A man is hit by a car while crossing a Beverly Hills street. A woman rushes to him and cradles his head in her lap, asking, Are you comfortable? The man answers, I make a nice living."
Milton Berle,,"In Washington, a man gets up to speak and doesn’t say a thing, and the other men disagree with him for three hours."
Milton Berle,,"I don't mind personal insults, but when you insult the jokes that I tell you're insulting Fred Allen, Bob Hope, Burns and Allen, Trevor McGee and Molly Picon."
Milton Berle,,I take New Years with a grain of salt and three aspirins.
Milton Berle,flowers,"On Valentine’s Day, I wired flowers for my mother-in-law, but she found the fuse."
Milton Berle,soul,"My wife sent me a Valentine card that said, “Take my heart, take my lips, take my soul.” That’s just like her. She kept the good parts for herself."
Milton Berle,christmas,The TV news people keep saying that this could be the greatest Christmas we ever had. I kind of thought the first one was.
Milton Berle,,"The Post Office is very careful nowadays. When they get a package marked “Fragile,” they throw it underhand."
Milton Berle,christmas,"Talk about cheap - on Christmas Eve, my neighbour shoots off three blanks and tells his kids Santa Claus just committed suicide."
Milton Berle,christmas,My son has a big Christmas problem - what do you buy for a father who has everything and you’re using it?
Milton Berle,"gifts,christmas",It’s always consoling to know that today’s Christmas gifts are tomorrow’s garage sales.
Milton Berle,"gifts,christmas",In the suburbs it’s hard to buy your Christmas gifts early in the year. You never know who your friends will be in December.
Milton Berle,christmas,"I was in a department store and I saw a weird-looking gadget. I asked the young saleslady what it was. She answered, “It doesn’t do anything. It’s just a Christmas gift.”"
Milton Berle,christmas,I had a great Christmas. I received a lot of presents I can’t wait to exchange.
Milton Berle,,The company accountant is shy and retiring. He's shy a quarter of a million dollars. That's why he's retiring.
Milton Berle,christmas,At Christmas you can get real bargains. I saw one item marked down ten dollars. It was a yacht.
Milton Berle,dancing,Remember those magical nights Cynthia... we would dance cheek to cheek. I'd rub my stubble against yours.
Milton Berle,cars,"All of your life you were crazy about cars, I guess that's why you turned out to be such a crank."
Milton Berle,vacation,Laughter is an instant vacation.
Milton Berle,,I never stole a joke in my life. I just find them before they're lost.
Milton Berle,,"I'm 83, and I feel like a 20-year-old, but unfortunately there's never one around."
Milton Berle,,I just filled out my income tax forms. Who says you can't get killed by a blank?
Milton Berle,,"Poverty is not a disgrace, but it's terribly inconvenient."
Milton Berle,,"I live to laugh, and I laugh to live."
Milton Berle,husband,"I feel like Zsa Zsa Gabor's sixth husband. I know what I'm supposed to do, but I don't know how to make it interesting."
Milton Berle,teachers,This is how it is today: The teachers are afraid of the principals. The principals are afraid of the superintendents. The superintendents are afraid of the board of education. The board is afraid of the parents. The parents are afraid of the children. The children are afraid of nothing!
Milton Berle,florida,I just got wonderful news from my real estate agent in Florida. They found land on my property.
Milton Berle,,Why are we honoring this man? Have we run out of human beings?
Milton Berle,,"He's so old that when he orders a three-minute egg, they ask for the money up front."
Milton Berle,,Mr Gallop you have a beautiful tale there. If you wear your coat long enough no one will notice it.
Milton Berle,,Remember when I met you on the high seas Cynthia how coy you were. You tried to get away from me and what a fight you put up. You bent four of my harpoons.
Milton Berle,,I know why superman left krypton. Earth was the only place where he could get steroids!
Milton Berle,,"A man falls down a flight of stairs and somebody rushes over to him and asks, ""Did you miss a step?"" ""No,"" he answers, ""I hit every one of them!"""
Milton Berle,,"They've finally come up with the perfect office computer. If it makes a mistake, it blames another computer."
Milton Berle,,Remember when you had your face lifted... and the guy brought it back.
Milton Berle,,That's a vicious rumour! A rumour started by a few million people.
Milton Berle,,We grew together. I grew up. She grew sideways.
Milton Berle,,"What an orchestra! They just sit there, but their minds are thousands of miles away with their bookies."
Milton Berle,,"You look like a normal person, if you can find a normal person who wants to look like that."
Milton Berle,success,The only place success comes before is in the dictionary.
Milton Berle,,I bought my son an indestructible toy. Yesterday he left it in the driveway. It broke my car.
Milton Berle,,I gave my wife a twenty-five-dollar gift certificate. She used it as a down payment on a mink coat.
Milton Berle,,"I wanted to get the guy who works next to me in the office something he really wants, but how do you wrap up a saloon?"
Milton Berle,,My sister-in-law found a real surprise in her stockings - my brother.
Milton Berle,,"My son asked for very little - a kickstand, with a motorcycle attached."
Milton Berle,,My son gave me a nice bottle of cologne - Eau de Owe.
Milton Berle,,"My wife and I were shopping for the whole family. In the music department my wife said, “Let’s get your nephew a set of drums. That’s what your brother did to us last year.”"
Milton Berle,,My wife can’t figure out what to buy me. What do you give a man who’s had everything up to here?
Milton Berle,,Our local department store had two Santas - one for regular kids and one for kids who wanted ten toys or less.
Milton Berle,,She wanted an Italian sports car - with the sport still in it.
Milton Berle,,There are a lot of things money can’t buy. Not one of them is on my son’s list.
Milton Berle,,"War toys are scary. They have a rocket launcher with a bayonet attached, in case you miss."
Milton Berle,,All my wife wanted for Valentine’s Day was a little card – American Express.
Milton Berle,,I like to do things for my wife on Valentine’s Day. I open the door for her when she puts laundry in the washing machine.
Milton Berle,,"My son really has the spirit of Valentine’s Day. When he was in college, he used to send his mother a heart-shaped box of laundry."
Milton Berle,,My wife is a real Puritan. She thinks licking the stamp on the envelope of a Valentine is foreplay.
Milton Berle,,She was nice to him on Valentine’s Day. She gave him a heart-shaped rash.
Milton Berle,,The only thing that can break a piece of Valentine candy is another piece of Valentine candy.
Milton Berle,holidays,Valentine’s Day – a nice holiday because it’s the first day of the rest of your wife.
Milton Berle,,Valentine’s Day is like Armistice Day – you declare a truce.
Milton Berle,,"If it wasn't for the olives in his martinis, he'd starve to death!"
Milton Berle,,Radio... that wonderful invention by which I can reach millions of people... who fortunately can't reach me.
Milton Berle,,"I listened to Jack Benny on the radio last night, he was so funny I dropped my pad and pencil."
Milton Berle,,Every year my boss used to give me a bottle of expensive brandy because I’d told him that my doctor suggested a drink once in a while. This year my boss gave me the name of a new doctor.
Milton Berle,,A thing of beauty is a job forever.
Milton Berle,christmas,I gave my wife a gift certificate for Christmas. She ran out to exchange it for a bigger size.
Milton Berle,"gifts,christmas",I made a terrible mistake last Christmas. My wife made me swear that I wouldn’t give her a fancy gift. And I didn’t.
Milton Berle,christmas,Our Christmas tree was so puny we used orthopedic bulbs.
Milton Berle,christmas,"This man’s wife told him, “For Christmas, surprise me.” On Christmas Eve he leaned over where she was sleeping and said, “Boo!”"
Milton Berle,,I like to think of myself as the middleman between Fred Allen and Henny Youngman.
Milton Berle,,It’s amazing how fast later comes when you buy now!
Milton Berle,,"An adult western is where the hero still kisses his horse at the end, only now he worries about it."
Milton Berle,christmas,"Do you want to feel insecure? Count the number of Christmas cards you sent out, and then count those you received."
Milton Berle,,Don't tell jokes only the band laughs at.
Milton Berle,,How proud you were when they named you America's best... then you found out they meant America's beast!
Milton Berle,,"I can't tell you his age, but when he was born the wonder drug was Mercurochrome."
Milton Berle,dogs,You look like something the dog just buried in the backyard and is trying to forget where.
Milton Berle,,"Anytime a person goes into a delicatessen and orders a pastrami on white bread, somewhere a Jew dies."
Milton Berle,opportunities,"If opportunity doesn't knock, build a door."
Milton Berle,christmas,For Christmas the just came out with a battery-operated battery. But the batteries aren’t included.
Milton Berle,,"Your marriage is in trouble if your wife says, 'You're only interested in one thing,' and you can't remember what it is."
Milton Berle,dreams,"I have a brother who is afraid to go to sleep, he dreams he's working."
Milton Berle,,"I always wanted to write a book about you Cynthia, but somebody beat me to it. He wrote The Hounds of Baskervilles."
Milton Berle,"questions,accidents","A young man fills out an application for a job and does well until he gets to the last question, ""Who Should we notify in case of an accident?"" He mulls it over and then writes, ""Anybody in sight!""."
Mort Sahl,,"We claim we believe in compassion, which is an abstract, and when it's personified we discredit the man."
Mort Sahl,,"If anybody comes up to you and says, ""My kid is a conservative - why is that?"" you say, ""Remember in the 60′s when we told you if you kept using drugs your kids would be mutants?"""
Mort Sahl,,"Those who the gods would make rich and famous on TV, they first drive mad."
Mort Sahl,,"Hillary’s explanation of the Libyan action to Congress was so good, I wonder who explained it to her?"
Mort Sahl,"decisions,devil","One reason to keep going is that the country was given to us as a sacred charge. It is, as Stephen Vincent Benet says in 'the Devil and Daniel Webster,' not the only place that created free men - but its a place that demands that we decide what to do with out freedom. You can only punish yourself, That's the existential view. I don't think there's any reward beyond participating, beyond being here. And the antithesis of reward is punishment, and the only punishment that can come is self-inflicted. I remain optimistic. Whether or not the optimism is justified, I don't know. I want to stay around for the third act."
Mort Sahl,danger,There's a danger our fiscal bankruptcy might overtake our moral bankruptcy.
Mort Sahl,,New book on Malcolm X says we don’t know how he was killed. Want to bring in the FBI. Maybe they were in already.
Mort Sahl,,Would you buy a second-hand car from this man.
Mort Sahl,,"Remember when movies were just good or bad, before auteurs, film festivals, and guys from USC who were the first to shoot underwater?"
Mort Sahl,,One thing about being narrow-minded: you'll never be lonely.
Mort Sahl,,"We would have broken up except for the children. Who were the children? Well, she and I were."
Mort Sahl,,"In the forties, to get a girl you had to be a GI or a jock. In the fifties, to get a girl you had to be Jewish. In the sixties, to get a girl you had to be black. In the seventies, to get a girl you've got to be a girl."
Mort Sahl,,I found people looked better when they laughed.
Mort Sahl,,My whole life is a movie. It's just that there are no dissolves. I have to live every agonizing moment of it. My life needs editing.
Mort Sahl,,"People tell me there are a lot of guys like me, which doesn't explain why I'm lonely."
Mort Sahl,,"We all know that America is the worst country in the world, except for all the others."
Mort Sahl,,That feeling of hopelessness only serves your masters.
Mort Sahl,knowledge,The distance between taking social action and having the knowledge is as wide as the mouth of the Mississippi.
Mort Sahl,questions,This matter of two sides to every question is bad logic and bad practice: sometimes there are no sides; sometimes there are a hundred.
Mort Sahl,"obama,nobel prize","Now that Obama is at war in a 3rd country, does that mean he has to give back his Nobel Peace Prize?"
Mort Sahl,business,"He was wearing a velvet shirt open to the navel. And he didn't have one. Which is either a show business gimmick, or the ultimate rejection of mother."
Mort Sahl,"religion,society,atheism,agnosticism","Most people past college age are not atheists. It's too hard to be in society, for one thing. Because you don't get any days off. And if you're an agnostic you don't know whether you get them off or not."
Mort Sahl,"jail,russia","Every time the Russians throw an American in jail, the Committee throws an American in jail to get even."
Mort Sahl,chicago,"I've arranged with my executor to be buried in Chicago. Because when I die, I want to still remain active politically."
Mort Sahl,,"If you were the only person left on the planet, I would have to attack you. That's my job."
Mort Sahl,,There's so much Botox around now that you can't tell when a Jewish girl is angry!
Mort Sahl,,I’m for capital punishment. You’ve got to execute people. How else are they going to learn?
Mort Sahl,,"In addition to optimal atmosphere, the tight-knit staff at Kelly's made performers feel welcome and above all respected. Elsewhere, that wasn't always the case. I made some good friends there. It was a wonderful place. You never missed home when you were there. I was having a good time, and people were awfully good to me."
Mort Sahl,television,Television is never more false than when it's openly sincere.
Mort Sahl,,Bush is the face on the can. But who canned that soup?
Mort Sahl,,There were four million people in the Colonies and we had Jefferson and Franklin. Now we have over 200 million and the two top guys are Clinton and Dole. What can you draw from this? Darwin was wrong!
Mort Sahl,decisions,"I took benzedrine - I got clairvoyance. With benzedrine you can have a very wide view of the world, like you can decide the destiny of man and other pressing problems, such as which is the left sock?"
Mort Sahl,flowers,"Remember that no matter how selfish, how cruel, how unfeeling you have been today, every time you take a breath, you make a flower happy."
Mort Sahl,politics,"If you maintain a consistent political position long enough, you will eventually be accused of treason."
Mort Sahl,,"Everything I tell you is true, but this is factual."
Mort Sahl,,Women want their men to be cops. They want you to punish them and tell them what the limits are. The only thing that women hate worse from a man than being slapped is when you get on your knees and say you're sorry.
Mort Sahl,,I took a course at Cal once called Statistical Analysis. And there was a guy in the course who used to make up all his computations and he never used Sigma. He used his own initials. 'Cause he was the standard deviation.
Mort Sahl,,"I met this girl... very aggressively... I just walked up to her and I said ""Who are you? I have to know who you are."" It's a good opener, but you can't sustain that level of excitement. Later on chicks start complaining the relationship doesn't have that much drive anymore. You have to remind them, ""I'm the guy who ran up and said ""Who are you?"" And they always say ""Well, you never do that anymore."" And you have to say ""Yes, and I still don't know who you are."
Mort Sahl,,"'She looks great but what'll I say to her in the morning.' I'm searching for the new maturity: she looks great, but I have nothing to say to her now."
Mort Sahl,,I went to computer class with my Dell and I was bullied by a guy with a Mac.
Mort Sahl,,I don't think crucifixion is the answer. I believe in the resurrection. I like that part of the story.
Mort Sahl,,You know what I want you to do? I want you to blow out the candle and curse the darkness.
Mort Sahl,,I don't think fascism is dying for.
Mort Sahl,russia,"There are Russian spies here now. And if we're lucky, they'll steal some of our secrets and they'll be two years behind."
Mort Sahl,,"What happens in Vegas, stays in Vegas - except the drone."
Mort Sahl,hollywood,"I made the mistake early in my career, when I moved to Hollywood, of being attracted to actresses. I used to go out exclusively with actresses and other female impersonators."
Mort Sahl,,"I'm not a liberal, I'm a radical!"
Mort Sahl,obama,Obama is running again for spite.
Mort Sahl,,Liberals feel unworthy of their possessions. Conservatives feel they deserve everything they've stolen.
Mort Sahl,beat,"If you can't join them, beat them."
Mort Sahl,"differences,ronald reagan","Washington couldn't tell a lie, Nixon couldn't tell the truth, and Reagan couldn't tell the difference."
Mort Sahl,,"If someone were to ask me for a short cut to sensuality, I would suggest he go shopping for a used 427 Shelby-Cobra. But it is only fair to warn you that of the 300 guys who switched to them in 1966, only two went back to women."
Mort Sahl,,The beat generation is a coffeehouse full of people expectantly looking at their watches waiting for the beat generation to come on.
Mort Sahl,,I watched Ken Burns' Civil War series on PBS. My favorite segment is when Bob Hope entertains the troops at Gettysburg.
Mort Sahl,obama,Obama said he went to Libya because of his conscience. Did anyone ever wrestle with his conscience and lose?
Mort Sahl,,Those who learn nothing from history are condemned to rewrite it.
Mort Sahl,"change,obama","When Obama ran, he said, ""We can change the world!"" The world: can you change it back?!"
Mort Sahl,restaurants,A Yuppie is someone who believes it's courageous to eat in a restaurant that hasn't been reviewed yet.
Mort Sahl,,I never met a man I didn't like until I met Will Rogers.
Mort Sahl,,"Nixon's the kind of guy that if you were drowning 50 feet off shore, he'd throw you a 30 foot rope. Then Kissinger would go on TV the next night and say that the President had met you more than half-way."
Mort Sahl,,"Professional comedians, surprisingly, have a lack of humor. They're insensitive to the insanity of our times."
Mort Sahl,,The fact is that you can't have a good relationship with a girl who hasn't settled things with her father.
Mort Sahl,,"You know me, I love lost causes."
Mort Sahl,,I don't believe in good people and bad people. I believe in the better parts of people.
Mort Sahl,california,You haven't lived until you've died in California.
Mort Sahl,ronald reagan,Reagan won because he ran against Jimmy Carter. If he ran unopposed he would have lost.
Mort Sahl,obama,Obama says his recreation consists of reading the Constitution... looking for a loophole.
Mort Sahl,love,The bravest thing that men do is love women.
Mort Sahl,,A conservative is someone who believes in reform. But not now.
Norm Macdonald,attitude,It got very tedious saying the same jokes in the same way with the same attitude.
Norm Macdonald,inspiration,"After months of speculation, the sitcom star Ellen DeGeneres admitted that yes, she's gay. Inspired by her courage, today, diet-guru Richard Simmons admitted that he is really, really, really, really gay."
Norm Macdonald,,Note to self... Sex with blow-up doll is not as good as advertised.
Norm Macdonald,,"They're like ''You're an alcoholic.'' I go ''No, I'm not.'' and then-apparently that's what alcoholics say too, you know?"
Norm Macdonald,,"He has the disease of alcoholism. And he came to me... and he told me, and I'm the kind of guy that likes to look at the bright side of things. So I told him, I said, 'Richie, it's true that you have a disease and everything, but I think you got the best one.'"
Norm Macdonald,television,"I've just seen really, really funny guys, and if I didn't know them, I wouldn't know they were funny from the television. I don't know what it does, it just sucks it away."
Norm Macdonald,satire,"Pulp Fiction is a, uh, gritty, urban satire. Pump Friction is a uh-uh, a bunch of uh, dudes and ladies having dirty sex."
Norm Macdonald,embarrassment,"I went to a hypnotist. He put me under a spell, and every time I had a craving for a cigarette, I would throw up. It's very embarrassing right after sex. I find it pretty hard to get that second date after that. Girls get all snobby after you barf on them."
Norm Macdonald,stupidity,I think clever people think that poor people are stupid.
Norm Macdonald,food,"I saw this one - it was for cat food - at the end of it, it says, 'All natural food for your cat.' All natural food? But cat food's made out of horse meat. Yeah, that's the way it works in nature: the cat, right above the horse in the food chain."
Norm Macdonald,,"You ever hear guys with small cocks talk about sex? Can't talk about it enough. They even got poems. They'll say, 'It's not the motion of the ocean, it's the boat of the lotion.' I've even heard variants..., ""it's not the tree or the size, it's the axe that you wax.' It's a whole sub-genre of poetry now that's taught in many of our finer institutions. "
Norm Macdonald,michael jackson,"Many people are skeptical about marriage of Michael Jackson and Lisa Marie Pressley. They say, Lisa Marie is more of a sit at home type, while Michael Jackson is more of a homosexual pedophile."
Norm Macdonald,cancer,"When I hear a guy lost a battle to cancer, that really did bother me, that that's a term. It implies that he failed and that somebody else that defeated cancer is heroic and courageous."
Norm Macdonald,,"Scientists believe they may have discovered a primitive form of life on Jupiter's moon Europa. That primitive form of life? You guessed it, Frank Stallone."
Norm Macdonald,age,"I was in my peak physical condition when I was about like, uh... one. Oh God, I looked good, young and fresh! You wouldn't know me now if you'd seen me when I was one, you know? I even looked good for my age. People would come up to me and go, ""what are you, zero?"" And I'd go, ""no, I'm one over here!"""
Norm Macdonald,,I always told everybody the perfect joke would be where the setup and punch line were identical.
Norm Macdonald,"life,laziness,problems","I don’t do much. I’m too lazy. That’s my problem. Hang around my couch, watching the TV. Just too lazy. I realized this the other day, I get hit my a truck tomorrow - a big truck could hit me - paralyze me from the neck down. Wouldn’t effect my lifestyle a bit really."
Norm Macdonald,"importance,criticism","I'll tell you why nobody knows, 'cause, people forget a very important thing. The Chinese are a lot smarter than us... So, it's hard to-to criticize. But some things, we excel at that they don't, you know, it's - I mean, I have never seen a Chinese guy in a porno."
Norm Macdonald,"care,sport,sex,embarrassment","I don't care for sex. I find it an embarrassing, dull exercise. I prefer sports, where you can win."
Norm Macdonald,,"Back in the old days, a man could just get sick and die. Now they have to wage a battle. So my Uncle Bert is waging a courageous battle, which I've seen, because I go and visit him. And this is the battle: he's lying in the hospital bed, with a thing in his arm, watching Matlock on the TV."
Norm Macdonald,,"I'm not gay, so I don't know much about Broadway musicals."
Norm Macdonald,,"Actually, with those dirty movies, I find like, they're good for about fifteen, twenty minutes. I'm really interested. And, then, uh, there's one point, that all of a sudden I'm bored. You know? I just lose interest completely and I feel deeply ashamed."
Norm Macdonald,"gifts,christmas","Last Christmas, I got the worst gift a guy ever gave me. He gave me a lottery ticket... what’s the guy even thinking there. ""Here you go... nothing! Merry Christmas! It’s nothing!"""
Norm Macdonald,"dogs,homeless","Ever see this? It’s a homeless guy but he’s got a dog... The dog’s really thrilled with this idea. The dog’s going, ""Hey pal, I can do this by myself pretty well. The longest walk in the world you got me on here."""
Norm Macdonald,"sport,politics,arguments","I don't really like politics that much. And I like the order and simplicity of sports. They have an ending. You can argue with your friends about it, but in the end you still like sports. I almost love the fantasy world of sports more than the real world."
Norm Macdonald,violence,"All kinds of violence on the TV. You're not supposed to watch violence on the TV. Children, they can't watch it 'cause they're afraid maybe the kids will copy something they see on the TV. I can't even get a funny cartoon anymore because some 12-year-old somewhere watched a particularly violent episode of the Road Runner-Coyote show, and the next day, they found him at the bottom of a canyon, two giant springs strapped to his feet."
Norm Macdonald,sex,"Sex couldn't be simpler. I think there's only like five things you can do in the whole fucking thing. You ever think you invented a sixth? Then later you go, 'Ah, in all humility, I guess that was pretty close to number five.'"
Norm Macdonald,"dogs,gays","They say that if you're afraid of homosexuals, it means that deep down inside you're actually a homosexual yourself. That worries me because I'm afraid of dogs."
Norm Macdonald,dating,You ever see 'The Dating Game'? That's a weird game show. The prize on that show: another contestant. Talk about cheap.
Norm Macdonald,,"Comedy is surprises, so if you're intending to make somebody laugh and they don't laugh, that's funny."
Norm Macdonald,,"You ever lie for no reason at all? Just all of sudden, a big lie spills out of your evil head. Like a guy will come up to you, 'Hey, did you ever see that movie with Meryl Streep and a horse?' And you go, 'Yes.' In the back of your head, you're like, 'What in the hell am I lying about over here? I stand to gain nothing by this lie.'"
Norm Macdonald,gays,"There's no such thing, of course, as an old-fashioned gay guy. They're the most decadent people."
Norm Macdonald,"care,hitler","You know, with Hitler, the more I learn about that guy, the more I don't care for him."
Norm Macdonald,"birthday,christmas","Kenny G will be releasing a CD fully comprised of Christmas songs. Happy birthday, Jesus - hope you like crap."
Norm Macdonald,"confidence,cancer","I'm not a doctor, but I'm pretty sure... if you die, the cancer also dies at exactly the same time. So that to me is not a loss; that's a draw. It's not like... the cancer's going to jump up and go, ""Arrrgh I fucked Uncle Bert's wife, where is he? I won fair and square."""
Norm Macdonald,sport,I sort of try to write everything for me. I'm a huge sports fan but have no interest in minutiae. I don't remember who won Super Bowls five years ago or listen to sports talk radio. I'm trying to make sure the jokes are self-contained so they're accessible to everyone.
Norm Macdonald,,I like doing a funny show where I don't have to act and fall in love with a girl.
Norm Macdonald,comedians,"I just like doing standup, that's all I'm interested in or good at."
Norm Macdonald,,"'I want you to buy this pit bull. This will protect your valuables.' I don't own anything very valuable. If I buy the pit bull, that would be the most valuable thing I own. I'd have to buy something to protect it then. "
Norm Macdonald,"gays,new york","I just got back from New York. You ever been there? There was a big gay parade going on there when I was there, and I never been to one of them, and I like a parade. I always like a parade. So, I go there, and it turns out, it's just a bunch of gay guys."
Norm Macdonald,,"The subtext of every one of these beautiful poems is that it doesn't matter how big your cock is, it's what you do with it. Like the guy with the giant cock would have no clue. "
Norm Macdonald,death,The Rolling Stones reunited for a twenty-fifth anniversary tour last week. Keith Richards said that he's happy to continue to do what he's been doing for the past twenty-five years: cheating death.
Norm Macdonald,,"Man, them engagement rings, boy, they cost a lot. I was looking at 'em. Cost like a thousand bucks, two thousand bucks, y'know. Three thousand bucks. Something like that- four thousand bucks. Big number divisible by a thousand, anyways."
